,time,Open,High,Low,Close,Volume,spread,real_volume
0,1750233600,1.36571,1.36708,1.36502,1.36651,9527,22,0
1,1750248000,1.36652,1.36692,1.3633,1.3646,9095,22,0
2,1750262400,1.3646,1.3694600000000001,1.36436,1.36752,15357,8,0
3,1750276800,1.36756,1.3702,1.36545,1.36907,16674,22,0
4,1750291200,1.36874,1.36996,1.36813,1.36994,4719,22,0
5,1750305600,1.36995,1.37204,1.36993,1.37063,8030,22,0
6,1750320000,1.37062,1.37289,1.37058,1.37073,9906,22,0
7,1750334400,1.3707099999999999,1.37206,1.37018,1.3717,8801,22,0
8,1750348800,1.37175,1.37452,1.37104,1.37303,9324,22,0
9,1750363200,1.37303,1.37305,1.3695300000000001,1.3696,4502,22,0
10,1750377600,1.3707099999999999,1.3707099999999999,1.3686,1.36902,4693,22,0
11,1750392000,1.36902,1.3700999999999999,1.36874,1.36895,7980,22,0
12,1750406400,1.36895,1.3709500000000001,1.36886,1.36959,8464,22,0
13,1750420800,1.36959,1.37225,1.36911,1.37176,8717,22,0
14,1750435200,1.3717,1.37455,1.37112,1.37287,13295,22,0
15,1750449600,1.3728799999999999,1.3746,1.37187,1.37287,7965,22,0
16,1750636800,1.37527,1.37592,1.37343,1.37511,7492,22,0
17,1750651200,1.3751,1.3765800000000001,1.37488,1.3758,9473,22,0
18,1750665600,1.37582,1.37782,1.37418,1.37778,11003,22,0
19,1750680000,1.37777,1.37969,1.37772,1.37811,10758,22,0
20,1750694400,1.37812,1.3784,1.3724,1.37698,18540,22,0
21,1750708800,1.37694,1.3774,1.3726,1.37301,11168,22,0
22,1750723200,1.37274,1.37368,1.3721,1.37274,7543,2,0
23,1750737600,1.37274,1.373,1.3716300000000001,1.37173,7371,22,0
24,1750752000,1.37173,1.37297,1.3709,1.3715600000000001,10217,22,0
25,1750766400,1.3715600000000001,1.37201,1.37049,1.37053,7596,22,0
26,1750780800,1.37053,1.37203,1.36776,1.37069,13897,22,0
27,1750795200,1.3707,1.37287,1.3704100000000001,1.3722400000000001,6862,7,0
28,1750809600,1.37201,1.37276,1.37059,1.37222,3661,22,0
29,1750824000,1.37222,1.37337,1.37168,1.37317,5945,22,0
30,1750838400,1.37317,1.37364,1.37198,1.37219,7490,22,0
31,1750852800,1.3721999999999999,1.37456,1.3721999999999999,1.3738299999999999,7156,22,0
32,1750867200,1.3738299999999999,1.37534,1.37259,1.37369,11666,22,0
33,1750881600,1.37369,1.37435,1.37152,1.3721700000000001,8534,22,0
34,1750896000,1.37221,1.37234,1.3706800000000001,1.37131,3337,22,0
35,1750910400,1.37131,1.3721700000000001,1.36998,1.37173,7004,22,0
36,1750924800,1.37174,1.37219,1.36785,1.36845,9597,22,0
37,1750939200,1.36847,1.36936,1.367,1.36701,10018,22,0
38,1750953600,1.367,1.36717,1.36168,1.36263,15633,22,0
39,1750968000,1.36265,1.36439,1.36167,1.36387,7969,22,0
